review,class,text_for_models,text_for_stats,detected_aspects,aspects_parsed,aspect_sentiments,sentiments_parsed
"I've been going to The Great wall of China South for quite a while. The owner Alex and the staff always accommodate to your liking. I am a pescatarian so I don't know how their meats are however I can tell you about a few of their dishes. My all time favorite dish is one of their specialties the ""Crispy Scallops"". The portion size is very generous & the scallops are sweet. This does not come with any vegetables. I recommend ordering the mixed vegetables with brown sauce. I always tell them to make the sauce spicy :) For appetizers the ""Steamed Veggie Dumplings"" are amazing with a sweet soy sauce. The ""Crab Rangoon"" is okay. The ""Spring Rolls"" are greasy but good. Make sure to have extra napkins. Also I've tried the ""Sa Cha Scallops"" during lunch and definitely a yummy dish! Although I like it very spicy. The restaurant is always clean and they have stayed consistent on everything for many years. Love this place!! Always keeps me coming back
",1,"i have been going to the great wall of china south for quite a while. the owner alex and the staff always accommodate to your liking. i am a pescatarian so i do not know how their meats are however i can tell you about a few of their dishes. my all time favorite dish is one of their specialties the ""crispy scallops"". the portion size is very generous & the scallops are sweet. this does not come with any vegetables. i recommend ordering the mixed vegetables with brown sauce. i always tell them to make the sauce spicy :) for appetizers the ""steamed veggie dumplings"" are amazing with a sweet soy sauce. the ""crab rangoon"" is okay. the ""spring rolls"" are greasy but good. make sure to have extra napkins. also i have tried the ""sa cha scallops"" during lunch and definitely a yummy dish! although i like it very spicy. the restaurant is always clean and they have stayed consistent on everything for many years. love this place!! always keeps me coming back",go great wall china south quite owner alex staff always accommodate like pescatarian know meat however tell dish time favorite dish one specialty crispy scallop portion size generous scallop sweet come vegetable recommend order mixed vegetable brown sauce always tell make sauce spicy appetizer steamed veggie dumpling amaze sweet soy sauce crab rangoon okay spring roll greasy good make sure extra napkin also try sa cha scallop lunch definitely yummy dish although like spicy restaurant always clean stay consistent everything many year love place always keep come back,"{'value for money': 0.759, 'product quality': 0.691, 'design and aesthetics': 0.566}","{'value for money': 0.759, 'product quality': 0.691, 'design and aesthetics': 0.566}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"Moon is one of my favorite Vegas Clubs.  The vibe and people are great, the views from upstairs on the deck is spectacular, and you've gotta love a place with a retractable roof over the dance floor.  Have not done bottle service, but really no need; very easy to navigate even when we went on a busy Saturday.   Check this place out, you will not be disappointed.
",1,"moon is one of my favorite vegas clubs. the vibe and people are great, the views from upstairs on the deck is spectacular, and you have got to love a place with a retractable roof over the dance floor. have not done bottle service, but really no need; very easy to navigate even when we went on a busy saturday. check this place out, you will not be disappointed.",moon one favorite vega club vibe people great view upstairs deck spectacular get love place retractable roof dance floor bottle service really need easy navigate even go busy saturday check place disappoint,"{'design and aesthetics': 0.973, 'content quality': 0.722, 'value for money': 0.468}","{'design and aesthetics': 0.973, 'content quality': 0.722, 'value for money': 0.468}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}"
"Wanted to go try this place out for Restaurant Week. Stopped in and when we were greeted at the front we were told the earliest we could get in was at 9pm. There were many empty tables and there wasn't even a waiting list for people without reservations. The situation at the door just wasn't handled very well. Can't comment on the food but we'll eat at one of the other hundred restaurants in the metro area. We know we can get some food there.
",0,wanted to go try this place out for restaurant week. stopped in and when we were greeted at the front we were told the earliest we could get in was at 9pm. there were many empty tables and there was not even a waiting list for people without reservations. the situation at the door just was not handled very well. cannot comment on the food but we will eat at one of the other hundred restaurants in the metro area. we know we can get some food there.,want go try place restaurant week stop greet front tell early could get 9pm many empty table even wait list people without reservation situation door handle well comment food eat one hundred restaurant metro area know get food,{'value for money': 0.509},{'value for money': 0.509},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"I have never been treated so rudely as I was at Narcisse.  But let me start from the beginning.  My husband and I went there for drinks after dinner on Saturday night and at first I was shocked that they made everyone wait in line when there was clearly plenty of room inside.  Secondly, it was odd that there were two young children around age 7 or 8 working the door along side the doormen.  I assume they are the owners kids, and they were adorable kids, but the last thing I want to see at a barloungenightclub on a Saturday night are children.  BUT, I can get over that- no big deal.  Once inside I ordered one of the least expensive glasses of champagne for $10 and  I noticed later on the receipt that they charged me double for.  Again, I can get over that.  My husband and I were enjoying our night and before leaving we decided to check the patio out and walked out the side door and walked towards the entranceexit so we could leave.  As we were making our way to the exit some guy came up to me said 'This is a private party' and I had no idea why he was saying that to me- the first thing that entered my mind was 'why are you telling me that'  Then he went on to say 'This is a private party and you are going to have to leave.'  Um, what! There were no sighs or anything at all that indicated we were suddenly in a 'private' area.  We were 5 feet from the door.  As we were leaving the doorman asked us if we had a good time and we said as a matter of fact, we were quite offended that as were were simply walking around and heading to the door another patron took it upon himself to tell us to leave.  I suggested that if an area is designated as a private party that they should have it marked as such.  He said he agreed that it was very rude and that I needed to tell his boss who was 2 feet away.  So I repeated myself to who I assume is the 'head bouncer' and his response was 'well, maybe you two should leave'.  What I couldn't believe the words that were coming out of his mouth.  He clearly doesn't have a clue about customer service.  And from reading the other reviews I am certainly not the only person that was treated this way.  TERRIBLE service!!!!
",0,"i have never been treated so rudely as i was at narcisse. but let me start from the beginning. my husband and i went there for drinks after dinner on saturday night and at first i was shocked that they made everyone wait in line when there was clearly plenty of room inside. secondly, it was odd that there were two young children around age 7 or 8 working the door along side the doormen. i assume they are the owners kids, and they were adorable kids, but the last thing i want to see at a barloungenightclub on a saturday night are children. but, i can get over that- no big deal. once inside i ordered one of the least expensive glasses of champagne for $10 and i noticed later on the receipt that they charged me double for. again, i can get over that. my husband and i were enjoying our night and before leaving we decided to check the patio out and walked out the side door and walked towards the entranceexit so we could leave. as we were making our way to the exit some guy came up to me said 'this is a private party' and i had no idea why he was saying that to me- the first thing that entered my mind was 'why are you telling me that' then he went on to say 'this is a private party and you are going to have to leave.' um, what! there were no sighs or anything at all that indicated we were suddenly in a 'private' area. we were 5 feet from the door. as we were leaving the doorman asked us if we had a good time and we said as a matter of fact, we were quite offended that as were were simply walking around and heading to the door another patron took it upon himself to tell us to leave. i suggested that if an area is designated as a private party that they should have it marked as such. he said he agreed that it was very rude and that i needed to tell his boss who was 2 feet away. so i repeated myself to who i assume is the 'head bouncer' and his response was 'well, maybe you two should leave'. what i could not believe the words that were coming out of his mouth. he clearly does not have a clue about customer service. and from reading the other reviews i am certainly not the only person that was treated this way. terrible service!!!!",never treat rudely narcisse let start begin husband go drink dinner saturday night first shock make everyone wait line clearly plenty room inside secondly odd two young child around age 7 8 work door along side doorman assume owner kid adorable kid last thing want see barloungenightclub saturday night child get big deal inside order one least expensive glass champagne 10 notice later receipt charge double get husband enjoy night leave decide check patio walk side door walk towards entranceexit could leave make way exit guy come say private party idea say first thing enter mind tell go say private party go leave um sigh anything indicate suddenly private area 5 foot door leave doorman ask us good time say matter fact quite offend simply walk around head door another patron take upon tell us leave suggest area designate private party mark say agree rude need tell bos 2 foot away repeat assume head bouncer response well maybe two leave could believe word come mouth clearly clue customer service read review certainly person treat way terrible service,"{'content quality': 0.732, 'value for money': 0.701}","{'content quality': 0.732, 'value for money': 0.701}","{'content quality': 'NEGATIVE', 'value for money': 'NEGATIVE'}","{'content quality': 'NEGATIVE', 'value for money': 'NEGATIVE'}"
"Ye Old Time Meat and Deli Shoppe is one of the only places in champaign that I have no reservations about giving 5 stars.  It is SPOTLESSLY clean inside, and full of tip top meats!  The staff have always been nice and helpful when I've been there, and I'm pretty sure it's the only place in CU that has rack of lamb.
",1,"ye old time meat and deli shoppe is one of the only places in champaign that i have no reservations about giving 5 stars. it is spotlessly clean inside, and full of tip top meats! the staff have always been nice and helpful when i have been there, and i am pretty sure it is the only place in cu that has rack of lamb.",ye old time meat deli shoppe one place champaign reservation give 5 star spotlessly clean inside full tip top meat staff always nice helpful pretty sure place cu rack lamb,"{'product quality': 0.597, 'value for money': 0.554}","{'product quality': 0.597, 'value for money': 0.554}","{'product quality': 'POSITIVE', 'value for money': 'POSITIVE'}","{'product quality': 'POSITIVE', 'value for money': 'POSITIVE'}"
"The radio advertisement for Exile on Main compares this place to the store in the movie High Fidelity and it's hard not to go along with that. Except it's so much more than that! I don't even know if you can get some of these magazines and DVDs at other locations in town. The selection is unique and worth looking through if you're interested in independent music, films, etc.Oh, and you can play Donkey Kong or Joust for free on their vintage arcade machines. And they sell candy! And do PC repairs and upgrades for less than other places!
",1,"the radio advertisement for exile on main compares this place to the store in the movie high fidelity and it is hard not to go along with that. except it is so much more than that! i do not even know if you can get some of these magazines and dvds at other locations in town. the selection is unique and worth looking through if you are interested in independent music, films, etc.oh, and you can play donkey kong or joust for free on their vintage arcade machines. and they sell candy! and do pc repairs and upgrades for less than other places!",radio advertisement exile main compare place store movie high fidelity hard go along except much even know get magazine dvd location town selection unique worth look interested independent music film etc oh play donkey kong joust free vintage arcade machine sell candy pc repair upgrade less place,"{'content quality': 0.895, 'value for money': 0.795}","{'content quality': 0.895, 'value for money': 0.795}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}"
"I love this cozy little restaurant!  The $10 meal deal is especially great for indecisive diners like me, and it's always delicious.  I can't comment on how closely they adhere to Peruvian cuisine, because I've never had it before.  The shop is fun too, but I'd feel awkward browsing the art without intending to stay, so I only look around after I'm done eating.
",1,"i love this cozy little restaurant! the $10 meal deal is especially great for indecisive diners like me, and it is always delicious. i cannot comment on how closely they adhere to peruvian cuisine, because i have never had it before. the shop is fun too, but i would feel awkward browsing the art without intending to stay, so i only look around after i am done eating.",love cozy little restaurant 10 meal deal especially great indecisive diner like always delicious comment closely adhere peruvian cuisine never shop fun would feel awkward browse art without intend stay look around eating,{'value for money': 0.976},{'value for money': 0.976},{'value for money': 'POSITIVE'},{'value for money': 'POSITIVE'}
"Omg!!. Where do I start!!. The most moist, fresh and fluffy donuts I've ever had.. At all times of they day, you'll find fresh donuts here. Staff is super friendly.. This shop is the real deal and a must go for Donut enthusiast.
",1,"omg!!. where do i start!!. the most moist, fresh and fluffy donuts i have ever had.. at all times of they day, you will find fresh donuts here. staff is super friendly.. this shop is the real deal and a must go for donut enthusiast.",omg start moist fresh fluffy donut ever time day find fresh donut staff super friendly shop real deal must go donut enthusiast,{},{},{},{}
"I have been going to DR. Riley for a couple years and I would recommend him to anyone that wants a doctor that is very handles on. He is always the one that sees you unlike some offices that have PA ect. he always takes time to call me about my lab results. I have always had great service and experience
",1,i have been going to dr. riley for a couple years and i would recommend him to anyone that wants a doctor that is very handles on. he is always the one that sees you unlike some offices that have pa ect. he always takes time to call me about my lab results. i have always had great service and experience,go dr riley couple year would recommend anyone want doctor handles always one see unlike office pa ect always take time call lab result always great service experience,{},{},{},{}
"First time having Afternoon tea time in the States. This place is very beautifully decorated. We had the Earl Grey and peach ginger tea. They were really good and the tea stand was AMAZING
",1,first time having afternoon tea time in the states. this place is very beautifully decorated. we had the earl grey and peach ginger tea. they were really good and the tea stand was amazing,first time afternoon tea time state place beautifully decorate earl grey peach ginger tea really good tea stand amaze,"{'design and aesthetics': 0.999, 'product quality': 0.554}","{'design and aesthetics': 0.999, 'product quality': 0.554}","{'design and aesthetics': 'POSITIVE', 'product quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'product quality': 'POSITIVE'}"
"Went there 123011 very disappointed with service. I had, yes I said HAD gel nails and ended up with acrylics!! The first girl that I sat down with couldn't figure out how to do my pink and white gel nails. The wanted to polish on the gel and I kept telling her that it was the gel in the small jars.  She ended up passing me off to a guy who put acrylics on my nails. I won't be going back EVER!!  What a joke!!
",0,"went there 123011 very disappointed with service. i had, yes i said had gel nails and ended up with acrylics!! the first girl that i sat down with could not figure out how to do my pink and white gel nails. the wanted to polish on the gel and i kept telling her that it was the gel in the small jars. she ended up passing me off to a guy who put acrylics on my nails. i will not be going back ever!! what a joke!!",go 123011 disappointed service yes say gel nail end acrylic first girl sit could figure pink white gel nail wanted polish gel keep tell gel small jar end pass guy put acrylic nail go back ever joke,"{'design and aesthetics': 0.977, 'product quality': 0.785, 'value for money': 0.748}","{'design and aesthetics': 0.977, 'product quality': 0.785, 'value for money': 0.748}","{'design and aesthetics': 'NEGATIVE', 'product quality': 'NEGATIVE', 'value for money': 'NEGATIVE'}","{'design and aesthetics': 'NEGATIVE', 'product quality': 'NEGATIVE', 'value for money': 'NEGATIVE'}"
"This place is awesome, it has a indoor outdoor pool area, exercise room, indoor basketball court, rock climbing wall, dance classroom, kitchen room, pilateyoga room, dance room, exercise room, indoor track, playroom for children, minutes away from public library, shopping center, 4-5 star hotel resort and office buildings, and parks and trails.  There are many outdoor and indoor activities for all ages.  Definitely a must see for new residence and visitors.
",1,"this place is awesome, it has a indoor outdoor pool area, exercise room, indoor basketball court, rock climbing wall, dance classroom, kitchen room, pilateyoga room, dance room, exercise room, indoor track, playroom for children, minutes away from public library, shopping center, 4-5 star hotel resort and office buildings, and parks and trails. there are many outdoor and indoor activities for all ages. definitely a must see for new residence and visitors.",place awesome indoor outdoor pool area exercise room indoor basketball court rock climb wall dance classroom kitchen room pilateyoga room dance room exercise room indoor track playroom child minute away public library shopping center 4 5 star hotel resort office building park trail many outdoor indoor activity age definitely must see new residence visitor,"{'design and aesthetics': 0.954, 'content quality': 0.906, 'value for money': 0.883, 'product quality': 0.46}","{'design and aesthetics': 0.954, 'content quality': 0.906, 'value for money': 0.883, 'product quality': 0.46}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE'}"
"While in Madison for a day, I needed to find two specific records....The Association and Sniff'n the Tears.  I went to B-side but they didn't have used vinyl. So I checked out Madcity. As soon as I walked in the door I was greeted with a smile from the guy behind the counter(I soon found out he is the owner).  I was left alone the whole time(which I prefer at record stores).  I was very satisfied with their selection of used vinyl. Madcity is obviously aware that they are catering toward townies and students so they keep their prices appropriate. While I didn't find the two records I was looking for, I did walk away with three gems...Purple Rain by Prince for $3Simon and Garfunkels greatest hits for $3Kick by INXS for $2This is a sweet store with a sweet owner.  No pretention, no games. Just the way I like it.  I even joined the Madcity facebook page...and I don't even live in Madison.
",1,"while in madison for a day, i needed to find two specific records....the association and sniff'n the tears. i went to b-side but they did not have used vinyl. so i checked out madcity. as soon as i walked in the door i was greeted with a smile from the guy behind the counter(i soon found out he is the owner). i was left alone the whole time(which i prefer at record stores). i was very satisfied with their selection of used vinyl. madcity is obviously aware that they are catering toward townies and students so they keep their prices appropriate. while i did not find the two records i was looking for, i did walk away with three gems...purple rain by prince for $3simon and garfunkels greatest hits for $3kick by inxs for $2this is a sweet store with a sweet owner. no pretention, no games. just the way i like it. i even joined the madcity facebook page...and i do not even live in madison.",madison day need find two specific record association sniff n tear go b side use vinyl check madcity soon walk door greet smile guy behind counter soon find owner leave alone whole time prefer record store satisfied selection use vinyl madcity obviously aware cater toward towny student keep price appropriate find two record look walk away three gem purple rain prince 3simon garfunkels great hit 3kick inxs 2this sweet store sweet owner pretention game way like even join madcity facebook page even live madison,{},{},{},{}
"I can't quite understand why so many people like Buffet at Asia. My wife and I tried the Rainbow location a year or so ago and it was absolutely revolting. The serving areas were messy, the food overly greasy and unappealing and it all just felt extremely cheap and low-end.Perhaps I am picky because I come from Australia where we can get amazing Chinese food (sort of like how in the US you can get great Mexican due to the proximity to Mexico). The fact that I don't eat fish or seafood of any kind didn't help either - The place was VERY heavy on the seafood.  Vegetarians won't he happy either, unless you are one of those fake ""vegetarians"" that thinks fish are vegetables.The final nail in the coffin for us about this place where the signs on the walls saying that due to wastage, if you left any food on your plate you would be CHARGED EXTRA FOR IT! I mean -really- part of the beauty of a buffet is that you get to OWN the food and decide what to eat. I don't want to have to clean up my plate for fear of trouble with the management. I'd be interested to know if this ludicrous policy is still in place, but I have no desire to ever eat here again and will never know.
",0,"i cannot quite understand why so many people like buffet at asia. my wife and i tried the rainbow location a year or so ago and it was absolutely revolting. the serving areas were messy, the food overly greasy and unappealing and it all just felt extremely cheap and low-end.perhaps i am picky because i come from australia where we can get amazing chinese food (sort of like how in the us you can get great mexican due to the proximity to mexico). the fact that i do not eat fish or seafood of any kind did not help either - the place was very heavy on the seafood. vegetarians will not he happy either, unless you are one of those fake ""vegetarians"" that thinks fish are vegetables.the final nail in the coffin for us about this place where the signs on the walls saying that due to wastage, if you left any food on your plate you would be charged extra for it! i mean -really- part of the beauty of a buffet is that you get to own the food and decide what to eat. i do not want to have to clean up my plate for fear of trouble with the management. i would be interested to know if this ludicrous policy is still in place, but i have no desire to ever eat here again and will never know.",quite understand many people like buffet asia wife try rainbow location year ago absolutely revolt serve area messy food overly greasy unappealing felt extremely cheap low end perhaps picky come australia get amazing chinese food sort like us get great mexican due proximity mexico fact eat fish seafood kind help either place heavy seafood vegetarian happy either unless one fake vegetarian think fish vegetables final nail coffin us place sign wall say due wastage leave food plate would charge extra mean really part beauty buffet get food decide eat want clean plate fear trouble management would interested know ludicrous policy still place desire ever eat never know,"{'value for money': 0.97, 'customer experience': 0.755, 'content quality': 0.745, 'product quality': 0.585}","{'value for money': 0.97, 'customer experience': 0.755, 'content quality': 0.745, 'product quality': 0.585}","{'value for money': 'NEGATIVE', 'customer experience': 'NEGATIVE', 'content quality': 'NEGATIVE', 'product quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'customer experience': 'NEGATIVE', 'content quality': 'NEGATIVE', 'product quality': 'NEGATIVE'}"
"Although there is lots of fun to be had here- the atmosphere of the show does not make up for the lack of cleanliness and overall ""ICK"" factor.  I love me some dive bars, but this one was a little too subterranean.  That and please, ladies- when you are lip syncing, at least know HALF of the words to the song.  Just moving your mouth and jaw like an automaton is NOT fun or attractive.
",0,"although there is lots of fun to be had here- the atmosphere of the show does not make up for the lack of cleanliness and overall ""ick"" factor. i love me some dive bars, but this one was a little too subterranean. that and please, ladies- when you are lip syncing, at least know half of the words to the song. just moving your mouth and jaw like an automaton is not fun or attractive.",although lot fun atmosphere show make lack cleanliness overall ick factor love dive bar one little subterranean please lady lip sync least know half word song move mouth jaw like automaton fun attractive,{'content quality': 0.716},{'content quality': 0.716},{'content quality': 'NEUTRAL'},{'content quality': 'NEUTRAL'}
"Quiet - 2 mile walk around the golf course all manicured lawns, flowers, etc.. The club house is great and included - best place in Vegas area to live.
",1,"quiet - 2 mile walk around the golf course all manicured lawns, flowers, etc.. the club house is great and included - best place in vegas area to live.",quiet 2 mile walk around golf course manicure lawns flower etc club house great include best place vegas area live,{'design and aesthetics': 0.872},{'design and aesthetics': 0.872},{'design and aesthetics': 'POSITIVE'},{'design and aesthetics': 'POSITIVE'}
"Been there twice now.  Great servers and the owner is a sweetheart.  I ate the Pechuga Asada and a pupusa Locoye(sp) this time.  The chicken was made right, great beans and rice, fresh avocado,  big portions and the salsa and chips are excellent.   I live two blocks from here and I need to wake the eff up and go here more.
",1,"been there twice now. great servers and the owner is a sweetheart. i ate the pechuga asada and a pupusa locoye(sp) this time. the chicken was made right, great beans and rice, fresh avocado, big portions and the salsa and chips are excellent. i live two blocks from here and i need to wake the eff up and go here more.",twice great server owner sweetheart eat pechuga asada pupusa locoye sp time chicken make right great bean rice fresh avocado big portion salsa chip excellent live two block need wake eff go,{'product quality': 0.691},{'product quality': 0.691},{'product quality': 'POSITIVE'},{'product quality': 'POSITIVE'}
"If you love steak, you'll love Ken's.  I take that back.  If you love meat PERIOD, you'll love Ken's.  They have the best steaks ever, and the chicken breasts are huge.  Their brats are really good, as are the rubbed pork grillers.They have a variety of other picnic staples like potato salads and macaroni salads and some produce.  Then, add to all that, they have a convenience store attached so you can buy some pop or beer or whatever.My personal favorites are the burgandy pepper steaks.  It just doesn't get any better.
",1,"if you love steak, you will love ken's. i take that back. if you love meat period, you will love ken's. they have the best steaks ever, and the chicken breasts are huge. their brats are really good, as are the rubbed pork grillers.they have a variety of other picnic staples like potato salads and macaroni salads and some produce. then, add to all that, they have a convenience store attached so you can buy some pop or beer or whatever.my personal favorites are the burgandy pepper steaks. it just does not get any better.",love steak love ken take back love meat period love ken best steak ever chicken breast huge brat really good rubbed pork grillers variety picnic staple like potato salad macaroni salad produce add convenience store attach buy pop beer whatever personal favorite burgandy pepper steaks get good,"{'value for money': 0.879, 'product quality': 0.797}","{'value for money': 0.879, 'product quality': 0.797}","{'value for money': 'NEUTRAL', 'product quality': 'NEUTRAL'}","{'value for money': 'NEUTRAL', 'product quality': 'NEUTRAL'}"
"The chicken strips and honey mustard are what brought me back down from Chicago time and time again. Very happy that these two pieces of gold can be found in Lincoln Park!
",1,the chicken strips and honey mustard are what brought me back down from chicago time and time again. very happy that these two pieces of gold can be found in lincoln park!,chicken strip honey mustard bring back chicago time time happy two piece gold find lincoln park,"{'design and aesthetics': 0.909, 'product quality': 0.768}","{'design and aesthetics': 0.909, 'product quality': 0.768}","{'design and aesthetics': 'POSITIVE', 'product quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'product quality': 'POSITIVE'}"
"This show is a huge diamond in the rough on the strip in a relatively crappy casino.  We got super cheap tics for $28 at tix4tonight.  The theatre is pretty intimate, although the seating arrangement could have been better since the tables and chairs were way too close to each other.  Luckily there was plenty of space to stretch out as it really wasn't that crowded.  We laughed pretty hard throughout the hour show.  It's been a long time since i've seen the Chicago show, but many of the actors had previously worked in Chicago so the quality of the comedy was very high.  There was quite a bit of interaction w the crowd as well which is something I really love about improv.  This is simply a wonderful and unique show in the midst of everything being bigger than life in Vegas.
",1,"this show is a huge diamond in the rough on the strip in a relatively crappy casino. we got super cheap tics for $28 at tix4tonight. the theatre is pretty intimate, although the seating arrangement could have been better since the tables and chairs were way too close to each other. luckily there was plenty of space to stretch out as it really was not that crowded. we laughed pretty hard throughout the hour show. it is been a long time since i have seen the chicago show, but many of the actors had previously worked in chicago so the quality of the comedy was very high. there was quite a bit of interaction w the crowd as well which is something i really love about improv. this is simply a wonderful and unique show in the midst of everything being bigger than life in vegas.",show huge diamond rough strip relatively crappy casino get super cheap tic 28 tix4tonight theatre pretty intimate although seating arrangement could good since table chair way close luckily plenty space stretch really crowd laugh pretty hard throughout hour show long time since see chicago show many actor previously work chicago quality comedy high quite bit interaction w crowd well something really love improv simply wonderful unique show midst everything big life vega,"{'value for money': 0.957, 'content quality': 0.525}","{'value for money': 0.957, 'content quality': 0.525}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE'}"
"Besides being super convenient to get to, the Gateway Y is clean and the staff is very friendly!My husband and I had been going to the Dowd since we got our membership, and although I like the Dowd, it was getting more and more crowded- having to show up for a class 30 minutes before its starts isn't always feasible!  The Gateway always has plenty of class space- most classes I've attended have had less than 6 people, which is so great!All the equipment is very new and clean and you can always find a machine without any wait time- and never have a problem getting a bike for Spin (even showing up 5 minutes before).This is now our go to Y during the week!
",1,"besides being super convenient to get to, the gateway y is clean and the staff is very friendly!my husband and i had been going to the dowd since we got our membership, and although i like the dowd, it was getting more and more crowded- having to show up for a class 30 minutes before its starts is not always feasible! the gateway always has plenty of class space- most classes i have attended have had less than 6 people, which is so great!all the equipment is very new and clean and you can always find a machine without any wait time- and never have a problem getting a bike for spin (even showing up 5 minutes before).this is now our go to y during the week!",besides super convenient get gateway clean staff friendly husband go dowd since get membership although like dowd get crowded show class 30 minute start always feasible gateway always plenty class space class attend less 6 people great equipment new clean always find machine without wait time never problem get bike spin even show 5 minute go week,{},{},{},{}
"Took my just turned 18 year old cousin to here while we were in town. We did this package that included VIP seating, unlimited hookah, a picture for the celebrant and admission for 10 people for $250.I had already spoken with someone over the phone and they said it would be ok for us to get the package. And when we got there, they acted like ""what package!"" We ended up talking to the manager and when we showed the money, they remembered that they did have this package. We walked thru the metal detectors and were seated on three couches up front near the stage. It was almost 1am and there were a handful of people. I guess it was couples night and there were a handful of couples tryna get they're ""freak on"" I guess. When they came to ask what flavor hookah we wanted, they said they only had two flavors left. So we got those two flavors, mint & fruit punch. And when picture time came, the stupid waitress didn't even know how to work the camera. And all they did was print the picture and  tape it to a card.So to the good part! There was NO good part. Little Darlings is FULLY NUDE, but the bodies are bangin'. Small boobies, some cute girls and the dancers ARE LAZY AS F%K!! Only a couple got on the pole to do some tricks. Most of them were just walking around stage and rolling around on the floor. It didn't take them long to take their strings of clothes off. I thought dancing was supposed to be an ""art form"", but I guess do what you gotta do for those dollar$.Unless, we came on a bad night or the wrong time, I would NEVER come back here again. I wouldn't recommend it to anyone either.
",0,"took my just turned 18 year old cousin to here while we were in town. we did this package that included vip seating, unlimited hookah, a picture for the celebrant and admission for 10 people for $250.i had already spoken with someone over the phone and they said it would be ok for us to get the package. and when we got there, they acted like ""what package!"" we ended up talking to the manager and when we showed the money, they remembered that they did have this package. we walked thru the metal detectors and were seated on three couches up front near the stage. it was almost 1am and there were a handful of people. i guess it was couples night and there were a handful of couples tryna get they are ""freak on"" i guess. when they came to ask what flavor hookah we wanted, they said they only had two flavors left. so we got those two flavors, mint & fruit punch. and when picture time came, the stupid waitress did not even know how to work the camera. and all they did was print the picture and tape it to a card.so to the good part! there was no good part. little darlings is fully nude, but the bodies are bangin'. small boobies, some cute girls and the dancers are lazy as f%k!! only a couple got on the pole to do some tricks. most of them were just walking around stage and rolling around on the floor. it did not take them long to take their strings of clothes off. i thought dancing was supposed to be an ""art form"", but i guess do what you got to do for those dollar$.unless, we came on a bad night or the wrong time, i would never come back here again. i would not recommend it to anyone either.",take turn 18 year old cousin town package include vip seating unlimited hookah picture celebrant admission 10 people 250 already speak someone phone say would ok us get package get act like package end talk manager show money remember package walk thru metal detector seat three couch front near stage almost 1am handful people guess couple night handful couple tryna get freak guess come ask flavor hookah want say two flavor leave get two flavor mint fruit punch picture time come stupid waitress even know work camera print picture tape card good part good part little darling fully nude body bangin small booby cute girl dancer lazy f k couple get pole trick walk around stage roll around floor take long take string clothes think dance suppose art form guess get dollar unless come bad night wrong time would never come back would recommend anyone either,"{'customer experience': 0.975, 'value for money': 0.972, 'content quality': 0.741, 'design and aesthetics': 0.604}","{'customer experience': 0.975, 'value for money': 0.972, 'content quality': 0.741, 'design and aesthetics': 0.604}","{'customer experience': 'POSITIVE', 'value for money': 'NEGATIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'customer experience': 'POSITIVE', 'value for money': 'NEGATIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
