review,class,text_for_models,text_for_stats,detected_aspects,aspects_parsed,aspect_sentiments,sentiments_parsed
"This Michaels is the foundation of my theory that some chains stay in business despite the reality that shoppers loathe them, because there's no adequate substitute. It's the only source of craft supplies that's handy while running errands in central Phoenix, and it's near one of the movie theaters that serves real food, so I shop here occasionally, and I always leave crabby.Every section is tiny and understocked. If something at another Michaels catches your eye, but you postpone buying it, and you figure, oh, you'll pick it up at this one because you're here... no, you won't. Wood trim, wood embellishments, specific acrylic paint colors, specific scrapbook paper designs, the edgiest floral items... forget it. This Michaels will not carry that. The staff will explain, with varying levels of chagrin, that ""this is the smallest Michaels in the region.""That much is obvious. It's so small that it's impossible for two carts to pass in most aisles. The major reason to set foot in this store is that you're desperate for tacky glue and can't face the chaos of Walmart. It has so far not found an excuse to stop carrying tacky glue. There was also a moment of hope when the chain introduced Martha Stewart acrylic paints, which are at least interesting colors. But I'd really like to know whose bright idea it was that, chain-wide, acrylic paints should now be displayed entirely below knee level. Let me give you a hint, gentlemen: the tiny bottles of exotic colors are not bought by children. Nor is there a gigantic acrylic-painting movement among Munchkins. Your acrylic paint buyers are adults, which means we're mostly over 5 feet tall, and depending how the day went and how high of heels we're wearing, our urge to indulge in a series of deep knee bends can vary. A lot. But it's rarely a matter of: ""oh great! I'm going to Michaels so I can skip the squats at the gym!""
",0,"this michaels is the foundation of my theory that some chains stay in business despite the reality that shoppers loathe them, because there is no adequate substitute. it is the only source of craft supplies that is handy while running errands in central phoenix, and it is near one of the movie theaters that serves real food, so i shop here occasionally, and i always leave crabby.every section is tiny and understocked. if something at another michaels catches your eye, but you postpone buying it, and you figure, oh, you will pick it up at this one because you are here... no, you will not. wood trim, wood embellishments, specific acrylic paint colors, specific scrapbook paper designs, the edgiest floral items... forget it. this michaels will not carry that. the staff will explain, with varying levels of chagrin, that ""this is the smallest michaels in the region.""that much is obvious. it is so small that it is impossible for two carts to pass in most aisles. the major reason to set foot in this store is that you are desperate for tacky glue and cannot face the chaos of walmart. it has so far not found an excuse to stop carrying tacky glue. there was also a moment of hope when the chain introduced martha stewart acrylic paints, which are at least interesting colors. but i would really like to know whose bright idea it was that, chain-wide, acrylic paints should now be displayed entirely below knee level. let me give you a hint, gentlemen: the tiny bottles of exotic colors are not bought by children. nor is there a gigantic acrylic-painting movement among munchkins. your acrylic paint buyers are adults, which means we are mostly over 5 feet tall, and depending how the day went and how high of heels we are wearing, our urge to indulge in a series of deep knee bends can vary. a lot. but it is rarely a matter of: ""oh great! i am going to michaels so i can skip the squats at the gym!""",michael foundation theory chain stay business despite reality shoppers loathe adequate substitute source craft supply handy run errand central phoenix near one movie theater serve real food shop occasionally always leave crabby every section tiny understocked something another michael catch eye postpone buy figure oh pick one wood trim wood embellishment specific acrylic paint color specific scrapbook paper design edgy floral item forget michael carry staff explain varying level chagrin small michael region much obvious small impossible two cart pass aisle major reason set foot store desperate tacky glue face chaos walmart far find excuse stop carry tacky glue also moment hope chain introduce martha stewart acrylic paint least interesting color would really like know whose bright idea chain wide acrylic paint display entirely knee level let give hint gentlemen tiny bottle exotic color buy child gigantic acrylic paint movement among munchkins acrylic paint buyer adult mean mostly 5 foot tall depend day go high heel wear urge indulge series deep knee bend vary lot rarely matter oh great go michael skip squat gym,{},{},{},{}
"Really everyone Just 4 stars Crow's Dairy get's 5. They have the best chevre I've ever tasted. Consistently excellent smooth texture. The flavor has the nice tanginess of goat cheese but it's very smooth and clean. Some goat cheeses can get a little too overwhelming. I've been buying them at a various local farmer's markets for a while. Since I'm slow on the uptake I didn't realize it was available on the shelves of the Phoenix Public Market every day of the week. Now that I know that I'll be eating it much more frequently. Yum.
",1,really everyone just 4 stars crow's dairy get's 5. they have the best chevre i have ever tasted. consistently excellent smooth texture. the flavor has the nice tanginess of goat cheese but it is very smooth and clean. some goat cheeses can get a little too overwhelming. i have been buying them at a various local farmer's markets for a while. since i am slow on the uptake i did not realize it was available on the shelves of the phoenix public market every day of the week. now that i know that i will be eating it much more frequently. yum.,really everyone 4 star crow dairy get 5 best chevre ever taste consistently excellent smooth texture flavor nice tanginess goat cheese smooth clean goat cheese get little overwhelm buy various local farmer market since slow uptake realize available shelf phoenix public market every day week know eat much frequently yum,"{'value for money': 0.714, 'content quality': 0.674, 'customer experience': 0.583, 'product quality': 0.518}","{'value for money': 0.714, 'content quality': 0.674, 'customer experience': 0.583, 'product quality': 0.518}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'customer experience': 'POSITIVE', 'product quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'customer experience': 'POSITIVE', 'product quality': 'POSITIVE'}"
"In Montreal it seems to be normal to charge good money for mediocre to poisonous food. We're it not for my favourite cheap and cheerfuls (Thali, Thai Express and a few others) I would never eat out at all.This evening a friend of mine wanted to go for a bite, I was really just looking for a coffee while he ate. We ended up at the Griffintown, because it was close and looked reasonably appealing.Once seated I checked out the menu, and though I wasn't hungry I saw Pulled Pork Tacos and couldn't resist. Now -- I should know better, as there is one thing you can be sure of -- no one in Montreal actually knows how to cook, much less something as tasty as pulled pork.My pal ordered a burger, and when he specified no bacon, what do you know he got bacon -- STRIKE 1My Pulled Pork arrived, and it was cold: trichinosis anyone STRIKE 2 I sent it back, and at that moment I realized that Griffintown was another over-hyped, under serving restaurant.I didn't want anything else to eat, as god knows what goes on in that kitchen, but making food is obviously not their forte.The final strike was the out of tune, bad sounding piano, being beaten by some woman who required sheet music to play old standards, and her accompanist, a microphoned double bass.Would I go there again BZZZT The only saving grace was they comp'd our meal. Which when you think about it, thats about what it was worth -- nothing.
",0,"in montreal it seems to be normal to charge good money for mediocre to poisonous food. we are it not for my favourite cheap and cheerfuls (thali, thai express and a few others) i would never eat out at all.this evening a friend of mine wanted to go for a bite, i was really just looking for a coffee while he ate. we ended up at the griffintown, because it was close and looked reasonably appealing.once seated i checked out the menu, and though i was not hungry i saw pulled pork tacos and could not resist. now -- i should know better, as there is one thing you can be sure of -- no one in montreal actually knows how to cook, much less something as tasty as pulled pork.my pal ordered a burger, and when he specified no bacon, what do you know he got bacon -- strike 1my pulled pork arrived, and it was cold: trichinosis anyone strike 2 i sent it back, and at that moment i realized that griffintown was another over-hyped, under serving restaurant.i did not want anything else to eat, as god knows what goes on in that kitchen, but making food is obviously not their forte.the final strike was the out of tune, bad sounding piano, being beaten by some woman who required sheet music to play old standards, and her accompanist, a microphoned double bass.would i go there again bzzzt the only saving grace was they comp'd our meal. which when you think about it, that is about what it was worth -- nothing.",montreal seem normal charge good money mediocre poisonous food favourite cheap cheerfuls thali thai express others would never eat even friend mine want go bite really look coffee eat end griffintown close look reasonably appeal seat check menu though hungry saw pulled pork taco could resist know well one thing sure one montreal actually know cook much less something tasty pulled pork pal order burger specify bacon know get bacon strike 1my pulled pork arrive cold trichinosis anyone strike 2 send back moment realize griffintown another hype serve restaurant want anything else eat god know go kitchen make food obviously forte final strike tune bad sound piano beat woman require sheet music play old standard accompanist microphoned double bass would go bzzzt save grace comp meal think worth nothing,"{'value for money': 0.988, 'product quality': 0.502}","{'value for money': 0.988, 'product quality': 0.502}","{'value for money': 'NEGATIVE', 'product quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'product quality': 'NEGATIVE'}"
"Decor is nice, but it was a 25 minute wait to get in, and the food was only so-so. Way too expensive for the actual quality. Recommendation: Get off the Strip and try out Chinatown or somewhere else. Not worth the wait.
",0,"decor is nice, but it was a 25 minute wait to get in, and the food was only so-so. way too expensive for the actual quality. recommendation: get off the strip and try out chinatown or somewhere else. not worth the wait.",decor nice 25 minute wait get food way expensive actual quality recommendation get strip try chinatown somewhere else worth wait,"{'design and aesthetics': 0.986, 'value for money': 0.981, 'product quality': 0.765}","{'design and aesthetics': 0.986, 'value for money': 0.981, 'product quality': 0.765}","{'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE', 'product quality': 'NEGATIVE'}","{'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE', 'product quality': 'NEGATIVE'}"
"My daughter has been to several area dance studios. This is a great studio! The dance teachers are the best - she is in lyrical, jazz, tumbling and hip hop. They are very well trained and create a positive environment while still pushing the kids to do their best.The recital in Dec was beautiful and so professionally done. It was fun to watch and I was very impressed at how many talented dancers there were. The owners work very hard and are passionate about what they do! That is the most important thing to us. It creates a very good environment for the students. I would highly recommend this studio to anyone. It is great now and will only get better as their business grows.Thank you Steppin' Out for providing a great dance studion in the West Valley!
",1,"my daughter has been to several area dance studios. this is a great studio! the dance teachers are the best - she is in lyrical, jazz, tumbling and hip hop. they are very well trained and create a positive environment while still pushing the kids to do their best.the recital in dec was beautiful and so professionally done. it was fun to watch and i was very impressed at how many talented dancers there were. the owners work very hard and are passionate about what they do! that is the most important thing to us. it creates a very good environment for the students. i would highly recommend this studio to anyone. it is great now and will only get better as their business grows.thank you steppin' out for providing a great dance studion in the west valley!",daughter several area dance studio great studio dance teacher best lyrical jazz tumble hip hop well trained create positive environment still push kid best recital dec beautiful professionally fun watch impressed many talented dancer owner work hard passionate important thing us create good environment student would highly recommend studio anyone great get well business grows thank steppin provide great dance studion west valley,{'content quality': 0.924},{'content quality': 0.924},{'content quality': 'POSITIVE'},{'content quality': 'POSITIVE'}
"Thanks sunset club for putting me through hell.  My friend and I decided to stop in after Tyber was beat.  The first thing that sucked was the cover was expensive for such a small club ($20).  The DJ was probably the only good thing in here. We decided to get some drinks and had fun dancing and mingling with some ladies, but at the end of the night is where hell hit. I went to close out my tab and my tab was $97 for 3 beers.  I told the bartender she must have made a mistake. She goes, oh its not a mistake.  Some black guy was using your card and purchased 5 bottles of champagne and this tab.  The card got declined ( thank god somehow) after he tried to swipe it for the 5th time in an hour and he left. Basically the bartender gave my debit card to another guy! The manager came out and and the bartender explained then that she handed my card to another guy and he was using it all night.  I told her to cancel out all the charges because the liability falls on you.  She said no.  I ended up calling the cops and when she spoke to the cops her story changed. She said that the bartender never gave my card to him and that he must have been using my name.  The cops then told me to dispute with the card company because it wasnt getting anywhere.  3 months later my case is finally closed and I have my $500 back.  Eff this place.
",0,"thanks sunset club for putting me through hell. my friend and i decided to stop in after tyber was beat. the first thing that sucked was the cover was expensive for such a small club ($20). the dj was probably the only good thing in here. we decided to get some drinks and had fun dancing and mingling with some ladies, but at the end of the night is where hell hit. i went to close out my tab and my tab was $97 for 3 beers. i told the bartender she must have made a mistake. she goes, oh its not a mistake. some black guy was using your card and purchased 5 bottles of champagne and this tab. the card got declined ( thank god somehow) after he tried to swipe it for the 5th time in an hour and he left. basically the bartender gave my debit card to another guy! the manager came out and and the bartender explained then that she handed my card to another guy and he was using it all night. i told her to cancel out all the charges because the liability falls on you. she said no. i ended up calling the cops and when she spoke to the cops her story changed. she said that the bartender never gave my card to him and that he must have been using my name. the cops then told me to dispute with the card company because it was not getting anywhere. 3 months later my case is finally closed and i have my $500 back. eff this place.",thanks sunset club put hell friend decide stop tyber beat first thing suck cover expensive small club 20 dj probably good thing decide get drink fun dance mingle lady end night hell hit go close tab tab 97 3 beer tell bartender must make mistake go oh mistake black guy use card purchase 5 bottle champagne tab card get decline thank god somehow try swipe 5th time hour leave basically bartender give debit card another guy manager come bartender explain hand card another guy use night tell cancel charge liability fall say end call cop speak cop story change say bartender never give card must use name cop tell dispute card company get anywhere 3 month later case finally close 500 back eff place,"{'value for money': 0.984, 'content quality': 0.721}","{'value for money': 0.984, 'content quality': 0.721}","{'value for money': 'NEGATIVE', 'content quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'content quality': 'NEGATIVE'}"
"The fish fry is awesome.  Loved it long time.  The red potatoes with cheese are delish.It's carry out but that is fine.Take it out, pop in a movie and have a brandy old fashion.The latinos working their are hot too.
",1,"the fish fry is awesome. loved it long time. the red potatoes with cheese are delish.it is carry out but that is fine.take it out, pop in a movie and have a brandy old fashion.the latinos working their are hot too.",fish fry awesome love long time red potato cheese delish carry fine take pop movie brandy old fashion latino work hot,"{'product quality': 0.908, 'value for money': 0.746, 'design and aesthetics': 0.629, 'content quality': 0.457}","{'product quality': 0.908, 'value for money': 0.746, 'design and aesthetics': 0.629, 'content quality': 0.457}","{'product quality': 'POSITIVE', 'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE'}","{'product quality': 'POSITIVE', 'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE'}"
"Went today with a friend that had never been, it was horrible. I have never asked for my $ back and today I did! Everything was closed or empty. So disappointing! Ive been there several times and have had a great time as have my kids. I was embarrassed to show this place to my friend. The new museum is to open up in October, I hope it's worth our tax $.
",0,"went today with a friend that had never been, it was horrible. i have never asked for my $ back and today i did! everything was closed or empty. so disappointing! i have been there several times and have had a great time as have my kids. i was embarrassed to show this place to my friend. the new museum is to open up in october, i hope it is worth our tax $.",go today friend never horrible never ask back today everything close empty disappointing several time great time kid embarrass show place friend new museum open october hope worth tax,{'value for money': 0.494},{'value for money': 0.494},{'value for money': 'POSITIVE'},{'value for money': 'POSITIVE'}
"I cannot believe there are not over 100 reviews for this place raving about how it's such an awesome hang out.  Whenever I'm looking for a place to hang out with my friends and catch up, the wine vault always comes to mind FIRST.  It's usually difficult to catch an open table, but once you do, it's worth it.  You can buy a bottle of wine or a good beer and sit & sip outside (or inside) until your heart is content.  They do have a good selection of wine & beer, so you're not always (forced to be) drinking the same thing.**Another bonus: Dog FriendlinessIf you have a dog, heshe is welcome to hang out amongst the peoples.  Odds are that there will be at least half a dozen other poochies looking to mingle just like their owners.  **Something I'd like to see wine vault do:  set up easy recycling
",1,"i cannot believe there are not over 100 reviews for this place raving about how it is such an awesome hang out. whenever i am looking for a place to hang out with my friends and catch up, the wine vault always comes to mind first. it is usually difficult to catch an open table, but once you do, it is worth it. you can buy a bottle of wine or a good beer and sit & sip outside (or inside) until your heart is content. they do have a good selection of wine & beer, so you are not always (forced to be) drinking the same thing.**another bonus: dog friendlinessif you have a dog, heshe is welcome to hang out amongst the peoples. odds are that there will be at least half a dozen other poochies looking to mingle just like their owners. **something i would like to see wine vault do: set up easy recycling",believe 100 review place rave awesome hang whenever look place hang friend catch wine vault always come mind first usually difficult catch open table worth buy bottle wine good beer sit sip outside inside heart content good selection wine beer always force drink thing another bonus dog friendlinessif dog heshe welcome hang amongst people odds least half dozen poochies look mingle like owner something would like see wine vault set easy recycling,"{'content quality': 0.734, 'value for money': 0.495}","{'content quality': 0.734, 'value for money': 0.495}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}"
"This is a great retirement community. I cannot review it much because I do not live here; however, My grandmother is very happy here and well taken care of.They have a daily list of events in which residents can partake in including things that are not on site. Meals each day as well differ and that gives residents chances to change things up. I've ate here several times and the food is very good especially with the plethora of different things cooked up on holidays.Residents are allowed small animals on premises as well which helps with companionship. There is a gym and activity center so that residents may also get exercise. Lastly, my grandmother's favorite----a beauty salon!
",1,"this is a great retirement community. i cannot review it much because i do not live here; however, my grandmother is very happy here and well taken care of.they have a daily list of events in which residents can partake in including things that are not on site. meals each day as well differ and that gives residents chances to change things up. i have ate here several times and the food is very good especially with the plethora of different things cooked up on holidays.residents are allowed small animals on premises as well which helps with companionship. there is a gym and activity center so that residents may also get exercise. lastly, my grandmother's favorite----a beauty salon!",great retirement community review much live however grandmother happy well take care daily list event resident partake include thing site meal day well differ give resident chance change thing eat several time food good especially plethora different thing cook holiday resident allow small animal premise well help companionship gym activity center resident may also get exercise lastly grandmother favorite beauty salon,{},{},{},{}
"Love this place, usually aways busy.  Good Sushi and great Hibachi grill, lobster, chicken, Filet Mignon all great!!
",1,"love this place, usually aways busy. good sushi and great hibachi grill, lobster, chicken, filet mignon all great!!",love place usually aways busy good sushi great hibachi grill lobster chicken filet mignon great,{'product quality': 0.818},{'product quality': 0.818},{'product quality': 'POSITIVE'},{'product quality': 'POSITIVE'}
"Trying very hard to be unbiased since this is my Saturday night spot for a year and a half now. The bar: I enjoy the employees attitude, the new country with some top 40, cupid shuffle, some throwback songs, and fairly priced drinks in this decent sized dive bar. For smokers, there's a large back patio area. An ATM is available in the darts room. Parking is in front, the back, or at Food City. The Cash has supported charities, held drag shows, and threw themed nights, like the most recent black out party, and  they also host poker games, dance lessons, and of course, karaoke. For busy nights, they have 3 bar tenders serving, 2 in the front and 1 in the rear. The crowd: If you're visiting or new transplant, compared to flashy Los Angeles, hipster Seattle, and melting pot NYC's lez scene (to name a few cities), I've noticed that this place has lots of butch lesbians, about an even number of femmes, tomboys, androgynous, and a small handful of ultra femmes. For the most part everyone's friendly. You'll see a wide age range here, along with some straights, gay boys, etc. I've also noticed a trend.... the Cash's bathrooms are never nasty and are always stocked with TP and paper towels lol.Come by, grab a drink, get your 2 step on, or twerk and grind, or just wiggle around... at The Cash, the Cheer's of Phoenix's lesbian population, and have a great time :)
",1,"trying very hard to be unbiased since this is my saturday night spot for a year and a half now. the bar: i enjoy the employees attitude, the new country with some top 40, cupid shuffle, some throwback songs, and fairly priced drinks in this decent sized dive bar. for smokers, there is a large back patio area. an atm is available in the darts room. parking is in front, the back, or at food city. the cash has supported charities, held drag shows, and threw themed nights, like the most recent black out party, and they also host poker games, dance lessons, and of course, karaoke. for busy nights, they have 3 bar tenders serving, 2 in the front and 1 in the rear. the crowd: if you are visiting or new transplant, compared to flashy los angeles, hipster seattle, and melting pot nyc's lez scene (to name a few cities), i have noticed that this place has lots of butch lesbians, about an even number of femmes, tomboys, androgynous, and a small handful of ultra femmes. for the most part everyone is friendly. you will see a wide age range here, along with some straights, gay boys, etc. i have also noticed a trend.... the cash's bathrooms are never nasty and are always stocked with tp and paper towels lol.come by, grab a drink, get your 2 step on, or twerk and grind, or just wiggle around... at the cash, the cheer's of phoenix's lesbian population, and have a great time :)",try hard unbiased since saturday night spot year half bar enjoy employee attitude new country top 40 cupid shuffle throwback song fairly price drink decent sized dive bar smoker large back patio area atm available dart room parking front back food city cash support charity hold drag show throw theme night like recent black party also host poker game dance lesson course karaoke busy night 3 bar tender serve 2 front 1 rear crowd visit new transplant compare flashy los angeles hipster seattle melt pot nyc lez scene name city notice place lot butch lesbian even number femmes tomboys androgynous small handful ultra femmes part everyone friendly see wide age range along straight gay boy etc also notice trend cash bathroom never nasty always stock tp paper towel lol come grab drink get 2 step twerk grind wiggle around cash cheer phoenix lesbian population great time,"{'value for money': 0.984, 'content quality': 0.88, 'design and aesthetics': 0.66}","{'value for money': 0.984, 'content quality': 0.88, 'design and aesthetics': 0.66}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"This a friendly neighborhood bar offering great happy hours and live entertainment several nights of the week plus an excellent Sunday brunch.  Be sure to check out the Freaky Fridays shows featuring Celia Putty each Friday night.
",1,this a friendly neighborhood bar offering great happy hours and live entertainment several nights of the week plus an excellent sunday brunch. be sure to check out the freaky fridays shows featuring celia putty each friday night.,friendly neighborhood bar offering great happy hour live entertainment several night week plus excellent sunday brunch sure check freaky fridays show feature celia putty friday night,{},{},{},{}
"Worst haircut I've ever had!! What a waste of $55. Now I have to pay another $50 to go somewhere else and get it fixed. I am so upset. I was clear about what I wanted, brought several photos. I was looking for a long bob and ended up leaving the salon looking like Johnny Depp's Willy Wonka.I asked for shouder Iength and my hair is way shorter than I asked. So upsetting and then feeling forced to add gratuity because the person who gave you the terrible cut is standing at the counter watching you pay. Awful cut and awful experience. Unless you're looking for a simple trim that you could do yourself, do not go to this salon!
",0,"worst haircut i have ever had!! what a waste of $55. now i have to pay another $50 to go somewhere else and get it fixed. i am so upset. i was clear about what i wanted, brought several photos. i was looking for a long bob and ended up leaving the salon looking like johnny depp's willy wonka.i asked for shouder iength and my hair is way shorter than i asked. so upsetting and then feeling forced to add gratuity because the person who gave you the terrible cut is standing at the counter watching you pay. awful cut and awful experience. unless you are looking for a simple trim that you could do yourself, do not go to this salon!",bad haircut ever waste 55 pay another 50 go somewhere else get fixed upset clear want bring several photo look long bob end leave salon look like johnny depp willy wonka ask shouder iength hair way short ask upsetting feel force add gratuity person give terrible cut stand counter watch pay awful cut awful experience unless look simple trim could go salon,"{'value for money': 0.946, 'design and aesthetics': 0.808, 'content quality': 0.709}","{'value for money': 0.946, 'design and aesthetics': 0.808, 'content quality': 0.709}","{'value for money': 'NEGATIVE', 'design and aesthetics': 'NEGATIVE', 'content quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'design and aesthetics': 'NEGATIVE', 'content quality': 'NEGATIVE'}"
"Dead Roach on the Bamboo on my steam dumpling basket. I got up and left. This is the only time i've gotten up and left besides an hour wait at Denny's.  F'ing gross!!
",0,dead roach on the bamboo on my steam dumpling basket. i got up and left. this is the only time i have gotten up and left besides an hour wait at denny's. f'ing gross!!,dead roach bamboo steam dumpling basket get leave time get leave besides hour wait denny f ing gross,{},{},{},{}
"Meh. I went here for an appointment with Anastasia for gel and glitter. I waited patiently and ended up with an appointment with a completely different person than what I was told I was going to see. I asked her I wanted gel with glitter and she had no idea what I was talking about. She said she can do gel polish with glitter in it but not any type of loose glitter with gel. The lady they gave me only does regular acrylic nails and was even too afraid to do the glitter as she didn't know what she was doing. Finally another lady said that she can do it but that i would need to wait a moment until she's finished with the appointment. I waited a half an hour and finally saw the lady. I did not realize that she was pushing me in between her appointment and she did it very quickly, maybe lasted about 20 minutes. I have never had my nails done that only takes 20 minutes. She ended up using a shellac gel instead of an actual gel builder. And it was very clumpy and uneven, to were you could see a dip in the middle of each of my nails. The only reason I'm giving it any stars is that the owner was very apologetic and tried to accommodate the situation, but I was disappointed. Also, I had went there with a spa finder gift card. I had $10 left. instead of just taking the money off of that card and giving me the card to go somewhere else, the receptionist traded it for a total bliss card. This now, forces me to have to go back to them just use the rest of the card.
",0,"meh. i went here for an appointment with anastasia for gel and glitter. i waited patiently and ended up with an appointment with a completely different person than what i was told i was going to see. i asked her i wanted gel with glitter and she had no idea what i was talking about. she said she can do gel polish with glitter in it but not any type of loose glitter with gel. the lady they gave me only does regular acrylic nails and was even too afraid to do the glitter as she did not know what she was doing. finally another lady said that she can do it but that i would need to wait a moment until she is finished with the appointment. i waited a half an hour and finally saw the lady. i did not realize that she was pushing me in between her appointment and she did it very quickly, maybe lasted about 20 minutes. i have never had my nails done that only takes 20 minutes. she ended up using a shellac gel instead of an actual gel builder. and it was very clumpy and uneven, to were you could see a dip in the middle of each of my nails. the only reason i am giving it any stars is that the owner was very apologetic and tried to accommodate the situation, but i was disappointed. also, i had went there with a spa finder gift card. i had $10 left. instead of just taking the money off of that card and giving me the card to go somewhere else, the receptionist traded it for a total bliss card. this now, forces me to have to go back to them just use the rest of the card.",meh go appointment anastasia gel glitter wait patiently end appointment completely different person tell go see ask want gel glitter idea talk say gel polish glitter type loose glitter gel lady give regular acrylic nail even afraid glitter know finally another lady say would need wait moment finish appointment wait half hour finally saw lady realize push appointment quickly maybe last 20 minute never nail take 20 minute end use shellac gel instead actual gel builder clumpy uneven could see dip middle nail reason give star owner apologetic try accommodate situation disappoint also go spa finder gift card 10 leave instead take money card give card go somewhere else receptionist trade total bliss card force go back use rest card,"{'design and aesthetics': 0.968, 'value for money': 0.506, 'product quality': 0.465}","{'design and aesthetics': 0.968, 'value for money': 0.506, 'product quality': 0.465}","{'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE', 'product quality': 'NEGATIVE'}","{'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE', 'product quality': 'NEGATIVE'}"
"Love this place. Grew up in L.A and had home made pupusas  my BF house. It's just as good but it would hit the spot..
",1,love this place. grew up in l.a and had home made pupusas my bf house. it is just as good but it would hit the spot..,love place grow l home make pupusas bf house good would hit spot,"{'product quality': 0.777, 'content quality': 0.594, 'design and aesthetics': 0.584}","{'product quality': 0.777, 'content quality': 0.594, 'design and aesthetics': 0.584}","{'product quality': 'POSITIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'product quality': 'POSITIVE', 'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"I walked in and I was taken back into time. I am a ""mature"" seasoned citizen. The Avenue reminded me of numerous restaturant & bars in Chicago. Not too bright, not too dim. Crowded and lots of lively conversation coming from the bar and restaurant. I came here for the FISH FRY. I heard it was top notch. They were right! Started off with an excellent New England clam chowder. There were substantial pieces of clams in the soup! Surprise, surprise! Very well seasoned. I did not even consider adding salt or pepper. I am sensitive to salt and it was not overdone. Next came the Fried Cod. It wasn't a Long John Silver's fry. It was more like a tempura batter. A light coating over two large fillets. I chose fries to accompany the plate. For a Friday night at 7:00pm, only had to wait 15 minutes. Very courteous and accommodating staff. Well, I will be back to try other items on the menu. But then again, maybe not. I have been to the top of the mountain! I like fish too. Give them a try.Johnny Chitown
",1,"i walked in and i was taken back into time. i am a ""mature"" seasoned citizen. the avenue reminded me of numerous restaturant & bars in chicago. not too bright, not too dim. crowded and lots of lively conversation coming from the bar and restaurant. i came here for the fish fry. i heard it was top notch. they were right! started off with an excellent new england clam chowder. there were substantial pieces of clams in the soup! surprise, surprise! very well seasoned. i did not even consider adding salt or pepper. i am sensitive to salt and it was not overdone. next came the fried cod. it was not a long john silver's fry. it was more like a tempura batter. a light coating over two large fillets. i chose fries to accompany the plate. for a friday night at 7:00pm, only had to wait 15 minutes. very courteous and accommodating staff. well, i will be back to try other items on the menu. but then again, maybe not. i have been to the top of the mountain! i like fish too. give them a try.johnny chitown",walk take back time mature season citizen avenue remind numerous restaturant bar chicago bright dim crowd lot lively conversation come bar restaurant come fish fry hear top notch right start excellent new england clam chowder substantial piece clam soup surprise surprise well seasoned even consider add salt pepper sensitive salt overdone next come fried cod long john silver fry like tempura batter light coating two large fillet chose fry accompany plate friday night 7 00pm wait 15 minute courteous accommodating staff well back try item menu maybe top mountain like fish give try johnny chitown,"{'product quality': 0.853, 'design and aesthetics': 0.758, 'content quality': 0.484, 'value for money': 0.466}","{'product quality': 0.853, 'design and aesthetics': 0.758, 'content quality': 0.484, 'value for money': 0.466}","{'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}","{'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE'}"
"Awesome!  Brennan's has the best selection of Wisconsin cheeses - many are award winning - and they taste wonderful.  Plenty of samples!  Their fruit selection is unmatched in Dane County.  Again, more samples!  It's nice to buy great tasting fruit that isn't spoiled one day later.  We always take out-of-town friends and family to Brennan's at least once during their visits.
",1,"awesome! brennan's has the best selection of wisconsin cheeses - many are award winning - and they taste wonderful. plenty of samples! their fruit selection is unmatched in dane county. again, more samples! it is nice to buy great tasting fruit that is not spoiled one day later. we always take out-of-town friends and family to brennan's at least once during their visits.",awesome brennan best selection wisconsin cheese many award win taste wonderful plenty sample fruit selection unmatched dane county sample nice buy great taste fruit spoiled one day later always take town friend family brennan least visit,"{'value for money': 0.676, 'product quality': 0.622}","{'value for money': 0.676, 'product quality': 0.622}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE'}"
